ID ClusterSize NResp Trt Dataset
42 3 0 B 148
43 8 1 C 148
44 5 0 D 148
45 7 2 A 148
46 3 0 B 148
47 7 1 C 148
48 8 1 D 148
49 5 5 A 148
50 4 0 B 148
51 5 0 C 148
52 6 0 D 148
53 2 0 A 148
54 5 2 B 148
55 5 0 C 148
56 7 0 D 148
57 7 7 A 148
58 9 4 B 148
59 7 3 C 148
60 7 1 D 148
61 7 4 A 148
62 9 0 B 148
63 7 3 C 148
64 6 0 D 148
65 6 2 A 148
66 7 3 B 148
67 3 0 C 148
68 8 0 D 148
69 6 6 A 148
70 5 0 B 148
71 5 0 C 148
72 3 0 D 148
73 6 2 A 148
74 4 3 B 148
75 3 0 C 148
76 7 1 D 148
77 6 3 A 148
78 5 0 B 148
79 5 0 C 148
80 7 0 D 148
81 4 4 A 148
82 5 0 B 148
83 10 3 C 148
84 10 0 D 148
85 5 2 A 148
86 8 4 B 148
87 8 0 C 148
88 4 0 D 148
89 8 4 A 148
90 4 2 B 148
91 6 2 C 148
92 5 0 D 148
93 9 9 A 148
94 5 3 B 148
95 6 4 C 148
96 6 0 D 148
97 4 1 A 148
98 9 2 B 148
99 7 0 C 148
100 5 0 D 148
1 4 3 A 149
2 2 0 B 149
3 6 0 C 149
4 2 0 D 149
5 3 2 A 149
6 9 2 B 149
7 4 0 C 149
8 3 0 D 149
9 7 2 A 149
10 5 0 B 149
11 6 1 C 149
12 5 0 D 149
13 8 7 A 149
14 5 0 B 149
15 5 0 C 149
16 4 0 D 149
17 9 4 A 149
18 5 4 B 149
19 7 3 C 149
20 8 2 D 149
21 9 8 A 149
22 5 1 B 149
23 2 0 C 149
24 2 0 D 149
25 4 1 A 149
26 7 6 B 149
27 6 1 C 149
28 2 0 D 149
29 8 4 A 149
30 4 2 B 149
31 7 1 C 149
32 2 0 D 149
33 2 2 A 149
34 6 4 B 149
35 5 1 C 149
36 8 0 D 149
37 6 6 A 149
38 5 3 B 149
39 5 0 C 149
40 8 0 D 149
41 8 0 A 149
42 7 2 B 149
43 6 1 C 149
44 6 0 D 149
45 4 4 A 149
46 4 2 B 149
47 3 2 C 149
48 9 1 D 149
49 4 1 A 149
50 4 3 B 149
51 8 2 C 149
52 8 0 D 149
53 7 0 A 149
54 10 1 B 149
55 6 0 C 149
56 5 2 D 149
57 10 10 A 149
58 2 0 B 149
59 7 0 C 149
60 4 0 D 149
61 3 3 A 149
62 2 0 B 149
63 8 2 C 149
64 4 1 D 149
65 8 1 A 149
66 4 1 B 149
67 6 3 C 149
68 4 0 D 149
69 4 1 A 149
70 6 3 B 149
71 10 0 C 149
72 5 0 D 149
73 5 1 A 149
74 7 4 B 149
75 4 0 C 149
76 8 1 D 149
77 7 7 A 149
78 10 2 B 149
79 8 2 C 149
80 4 0 D 149
81 2 2 A 149
82 5 0 B 149
83 5 3 C 149
84 5 3 D 149
85 5 2 A 149
86 3 2 B 149
87 8 3 C 149
88 6 0 D 149
89 9 3 A 149
90 8 3 B 149
91 5 1 C 149
92 6 0 D 149
93 6 1 A 149
94 6 2 B 149
95 6 0 C 149
96 6 0 D 149
97 9 0 A 149
98 7 1 B 149
99 3 0 C 149
100 5 0 D 149
1 6 3 A 150
2 5 1 B 150
3 7 1 C 150
4 5 0 D 150
5 9 9 A 150
6 10 5 B 150
7 5 0 C 150
8 6 0 D 150
9 6 0 A 150
10 6 4 B 150
11 2 0 C 150
12 7 0 D 150
13 5 4 A 150
14 3 0 B 150
15 5 3 C 150
16 4 0 D 150
17 3 1 A 150
18 6 0 B 150
19 5 0 C 150
20 3 0 D 150
21 7 1 A 150
22 4 0 B 150
23 4 1 C 150
24 6 0 D 150
25 7 4 A 150
26 5 1 B 150
27 2 0 C 150
28 4 0 D 150
29 6 6 A 150
30 2 1 B 150
31 5 1 C 150
32 5 0 D 150
33 6 6 A 150
34 7 2 B 150
35 7 3 C 150
36 8 0 D 150
37 6 4 A 150
38 3 0 B 150
39 6 0 C 150
40 4 0 D 150
41 6 2 A 150
42 6 2 B 150
43 5 2 C 150
44 10 0 D 150
45 3 3 A 150
46 5 5 B 150
47 5 0 C 150
48 3 1 D 150
49 6 2 A 150
50 5 0 B 150
51 4 2 C 150
52 5 1 D 150
53 5 0 A 150
54 5 0 B 150
55 3 0 C 150
56 6 0 D 150
57 5 0 A 150
58 9 2 B 150
59 5 1 C 150
60 8 1 D 150
61 5 1 A 150
62 10 5 B 150
63 6 2 C 150
64 8 1 D 150
65 6 6 A 150
66 5 1 B 150
67 5 0 C 150
68 8 0 D 150
69 7 3 A 150
70 3 1 B 150
71 5 1 C 150
72 5 2 D 150
73 1 1 A 150
74 7 0 B 150
75 5 0 C 150
76 8 3 D 150
77 7 3 A 150
78 4 2 B 150
79 6 3 C 150
80 9 1 D 150
81 8 8 A 150
82 6 0 B 150
83 4 1 C 150
84 2 1 D 150
85 5 0 A 150
86 9 5 B 150
87 4 0 C 150
88 4 0 D 150
89 4 4 A 150
90 9 2 B 150
91 6 1 C 150
92 6 1 D 150
93 6 5 A 150
94 4 1 B 150
95 6 1 C 150
96 3 0 D 150
97 5 2 A 150
98 3 1 B 150
99 6 0 C 150
100 6 1 D 150
1 5 5 A 151
2 7 3 B 151
3 7 0 C 151
4 6 0 D 151
5 8 6 A 151
6 8 5 B 151
7 4 0 C 151
8 6 0 D 151
9 2 0 A 151
10 4 2 B 151
11 6 2 C 151
12 5 0 D 151
13 2 2 A 151
14 6 1 B 151
15 7 0 C 151
16 2 0 D 151
17 8 1 A 151
18 7 0 B 151
19 7 0 C 151
20 10 1 D 151
21 6 2 A 151
22 9 1 B 151
23 4 0 C 151
24 4 1 D 151
25 5 0 A 151
26 4 2 B 151
27 10 0 C 151
28 9 2 D 151
29 7 5 A 151
30 5 1 B 151
31 5 1 C 151
32 4 1 D 151
33 7 7 A 151
34 10 2 B 151
35 5 2 C 151
36 7 0 D 151
37 6 1 A 151
38 5 1 B 151
39 4 1 C 151
40 6 2 D 151
41 4 1 A 151
42 10 3 B 151
43 10 4 C 151
44 9 0 D 151
45 3 2 A 151
46 6 1 B 151
47 5 2 C 151
48 7 0 D 151
49 10 10 A 151
50 2 0 B 151
51 9 5 C 151
52 8 1 D 151
53 6 2 A 151
54 7 3 B 151
55 3 2 C 151
56 5 0 D 151
57 5 0 A 151
58 9 7 B 151
59 5 0 C 151
60 7 1 D 151
61 5 3 A 151
62 5 1 B 151
63 6 0 C 151
64 4 0 D 151
65 8 8 A 151
66 8 2 B 151
67 9 0 C 151
68 4 0 D 151
69 10 10 A 151
70 7 1 B 151
71 7 0 C 151
72 6 1 D 151
73 4 0 A 151
74 5 1 B 151
75 9 3 C 151
76 7 0 D 151
77 9 9 A 151
78 3 1 B 151
79 4 1 C 151
80 6 0 D 151
81 6 6 A 151
82 9 0 B 151
83 6 0 C 151
84 7 1 D 151
85 6 2 A 151
86 3 1 B 151
87 4 1 C 151
88 6 0 D 151
89 2 0 A 151
90 10 0 B 151
91 7 1 C 151
92 4 0 D 151
93 7 0 A 151
94 3 1 B 151
95 7 1 C 151
96 7 0 D 151
97 5 2 A 151
98 3 0 B 151
99 9 0 C 151
100 6 0 D 151
1 5 5 A 152
2 6 3 B 152
3 2 1 C 152
4 10 0 D 152
5 2 2 A 152
6 7 2 B 152
7 7 0 C 152
8 8 0 D 152
9 10 6 A 152
10 5 1 B 152
11 3 3 C 152
12 6 0 D 152
13 4 2 A 152
14 7 0 B 152
15 4 1 C 152
16 5 1 D 152
17 7 6 A 152
18 6 0 B 152
19 4 0 C 152
20 5 0 D 152
21 3 3 A 152
22 5 0 B 152
23 9 5 C 152
24 9 1 D 152
25 5 5 A 152
26 6 0 B 152
27 6 1 C 152
28 7 0 D 152
29 7 3 A 152
30 4 0 B 152
31 7 2 C 152
32 7 0 D 152
33 7 7 A 152
34 4 0 B 152
35 8 0 C 152
36 3 0 D 152
37 3 0 A 152
38 6 1 B 152
39 6 0 C 152
40 2 0 D 152
41 6 4 A 152
42 5 3 B 152
43 6 3 C 152
44 7 0 D 152
45 8 0 A 152
46 8 3 B 152
47 10 0 C 152
48 7 0 D 152
49 9 3 A 152
50 5 1 B 152
51 4 1 C 152
52 10 2 D 152
53 2 2 A 152
54 3 2 B 152
55 2 0 C 152
56 8 1 D 152
57 8 2 A 152
58 6 1 B 152
59 8 0 C 152
60 8 2 D 152
61 2 1 A 152
62 5 1 B 152
63 4 2 C 152
64 4 1 D 152
65 7 7 A 152
66 8 3 B 152
67 3 1 C 152
68 4 1 D 152
69 4 4 A 152
70 10 1 B 152
71 6 0 C 152
72 5 1 D 152
73 6 2 A 152
74 5 0 B 152
75 4 1 C 152
76 4 1 D 152
77 9 1 A 152
78 7 5 B 152
79 3 0 C 152
80 7 1 D 152
81 4 0 A 152
82 2 0 B 152
83 8 0 C 152
84 6 0 D 152
85 5 1 A 152
86 6 5 B 152
87 6 0 C 152
88 4 1 D 152
89 2 1 A 152
90 8 1 B 152
91 2 1 C 152
92 7 0 D 152
93 3 0 A 152
94 7 4 B 152
95 4 4 C 152
96 8 1 D 152
97 8 1 A 152
98 9 0 B 152
99 4 2 C 152
100 7 1 D 152
1 3 1 A 153
2 3 1 B 153
3 2 0 C 153
4 3 0 D 153
5 10 1 A 153
6 5 0 B 153
7 6 0 C 153
8 4 0 D 153
9 3 0 A 153
10 9 1 B 153
11 6 2 C 153
12 6 0 D 153
13 6 1 A 153
14 8 0 B 153
15 2 1 C 153
16 4 0 D 153
17 4 1 A 153
18 5 3 B 153
19 6 0 C 153
20 7 2 D 153
21 4 4 A 153
22 8 7 B 153
23 9 1 C 153
24 10 1 D 153
25 3 3 A 153
26 5 4 B 153
27 6 0 C 153
28 2 0 D 153
29 4 4 A 153
30 6 5 B 153
31 6 0 C 153
32 6 0 D 153
33 3 3 A 153
34 8 4 B 153
35 4 3 C 153
36 4 1 D 153
37 4 0 A 153
38 4 1 B 153
39 5 0 C 153
40 5 0 D 153
41 8 1 A 153
42 6 1 B 153
43 6 0 C 153
44 6 0 D 153
45 7 0 A 153
46 8 7 B 153
47 8 0 C 153
48 7 1 D 153
49 10 5 A 153
50 9 2 B 153
51 7 3 C 153
52 9 1 D 153
53 3 2 A 153
54 4 0 B 153
55 6 1 C 153
56 5 0 D 153
57 3 1 A 153
58 6 4 B 153
59 3 1 C 153
60 8 1 D 153
61 4 0 A 153
62 4 3 B 153
63 10 6 C 153
64 9 0 D 153
65 6 6 A 153
66 3 0 B 153
67 3 1 C 153
68 4 0 D 153
69 3 0 A 153
70 3 3 B 153
71 8 2 C 153
72 6 0 D 153
73 6 6 A 153
74 10 4 B 153
75 7 1 C 153
76 3 0 D 153
77 7 3 A 153
78 5 4 B 153
79 5 1 C 153
80 5 1 D 153
81 7 0 A 153
82 9 1 B 153
83 6 0 C 153
84 4 0 D 153
85 5 4 A 153
86 4 0 B 153
87 9 4 C 153
88 5 0 D 153
89 5 5 A 153
90 10 4 B 153
91 10 2 C 153
92 5 1 D 153
93 3 2 A 153
94 9 0 B 153
95 8 1 C 153
96 3 0 D 153
97 5 5 A 153
98 7 2 B 153
99 8 4 C 153
100 6 0 D 153
1 8 3 A 154
2 4 3 B 154
3 9 0 C 154
4 4 1 D 154
5 3 1 A 154
6 3 1 B 154
7 8 4 C 154
8 9 0 D 154
9 5 5 A 154
10 4 3 B 154
11 7 2 C 154
12 5 0 D 154
13 4 2 A 154
14 3 1 B 154
15 8 0 C 154
16 4 0 D 154
17 5 1 A 154
18 9 4 B 154
19 2 1 C 154
20 2 0 D 154
21 5 2 A 154
22 2 1 B 154
23 10 0 C 154
24 3 1 D 154
25 5 0 A 154
26 8 4 B 154
27 6 0 C 154
28 2 1 D 154
29 10 0 A 154
30 6 2 B 154
31 7 0 C 154
32 4 0 D 154
33 5 5 A 154
34 5 3 B 154
35 3 2 C 154
36 3 1 D 154
37 10 10 A 154
38 8 2 B 154
39 5 2 C 154
40 5 0 D 154
41 3 2 A 154
42 4 3 B 154
43 9 0 C 154
44 7 0 D 154
45 5 3 A 154
46 3 1 B 154
47 5 0 C 154
48 9 0 D 154
49 10 0 A 154
50 5 4 B 154
51 10 0 C 154
52 2 0 D 154
53 8 6 A 154
54 9 0 B 154
55 7 2 C 154
56 5 0 D 154
57 7 3 A 154
58 5 0 B 154
59 4 2 C 154
60 7 0 D 154
61 6 2 A 154
62 6 0 B 154
63 2 0 C 154
64 3 0 D 154
65 7 4 A 154
66 5 2 B 154
67 10 2 C 154
68 6 0 D 154
69 5 4 A 154
70 4 0 B 154
71 2 0 C 154
72 5 0 D 154
73 5 0 A 154
74 6 0 B 154
75 5 0 C 154
76 3 0 D 154
77 8 8 A 154
78 4 0 B 154
79 4 0 C 154
80 5 0 D 154
81 6 4 A 154
82 5 1 B 154
83 5 0 C 154
84 4 2 D 154
85 4 0 A 154
86 6 5 B 154
87 9 0 C 154
88 5 0 D 154
89 3 2 A 154
90 3 1 B 154
91 4 0 C 154
92 8 0 D 154
93 6 6 A 154
94 8 0 B 154
95 4 0 C 154
96 3 0 D 154
97 6 2 A 154
98 8 1 B 154
99 2 0 C 154
100 6 0 D 154
1 7 1 A 155
2 10 1 B 155
3 2 0 C 155
4 4 0 D 155
5 3 3 A 155
6 4 2 B 155
7 5 0 C 155
8 7 2 D 155
9 5 5 A 155
10 9 3 B 155
11 9 4 C 155
12 8 0 D 155
13 5 2 A 155
14 8 4 B 155
15 6 0 C 155
16 6 1 D 155
17 7 3 A 155
18 9 4 B 155
19 6 3 C 155
20 10 2 D 155
21 4 1 A 155
22 2 0 B 155
23 8 0 C 155
24 3 0 D 155
25 6 6 A 155
26 3 2 B 155
27 6 0 C 155
28 3 0 D 155
29 5 0 A 155
30 7 4 B 155
31 3 1 C 155
32 4 0 D 155
33 5 0 A 155
34 5 3 B 155
35 3 1 C 155
36 5 2 D 155
37 2 2 A 155
38 6 2 B 155
39 3 1 C 155
40 7 1 D 155
41 6 4 A 155
42 3 1 B 155
43 7 1 C 155
44 4 1 D 155
45 2 2 A 155
46 5 2 B 155
47 10 2 C 155
48 6 1 D 155
49 3 0 A 155
50 4 0 B 155
51 6 3 C 155
52 4 1 D 155
53 7 0 A 155
54 5 4 B 155
55 3 0 C 155
56 3 0 D 155
57 4 2 A 155
58 7 5 B 155
59 7 1 C 155
60 5 0 D 155
61 10 10 A 155
62 10 1 B 155
63 5 0 C 155
64 10 0 D 155
65 7 0 A 155
66 5 2 B 155
67 7 1 C 155
68 7 1 D 155
69 6 4 A 155
70 3 0 B 155
71 3 1 C 155
72 10 4 D 155
73 5 0 A 155
74 5 3 B 155
75 5 0 C 155
76 7 0 D 155
77 6 1 A 155
78 7 4 B 155
79 8 3 C 155
80 4 0 D 155
81 3 3 A 155
82 4 2 B 155
83 6 2 C 155
84 2 0 D 155
85 4 0 A 155
86 6 3 B 155
87 5 2 C 155
88 6 1 D 155
89 6 6 A 155
90 6 0 B 155
91 4 3 C 155
92 10 0 D 155
93 6 6 A 155
94 7 1 B 155
95 6 2 C 155
96 8 0 D 155
97 7 2 A 155
98 7 0 B 155
99 8 0 C 155
100 4 0 D 155
1 8 1 A 156
2 2 2 B 156
3 5 1 C 156
4 5 2 D 156
5 10 2 A 156
6 6 0 B 156
7 6 4 C 156
8 5 0 D 156
9 5 0 A 156
10 4 2 B 156
11 7 2 C 156
12 5 0 D 156
13 5 0 A 156
14 4 0 B 156
15 7 1 C 156
16 10 2 D 156
17 10 1 A 156
18 3 1 B 156
19 6 0 C 156
20 5 0 D 156
21 4 3 A 156
22 6 2 B 156
23 9 0 C 156
24 10 0 D 156
25 6 2 A 156
26 8 7 B 156
27 6 0 C 156
28 5 0 D 156
29 5 3 A 156
30 6 0 B 156
31 5 0 C 156
32 3 1 D 156
33 4 1 A 156
34 5 4 B 156
35 7 0 C 156
36 6 0 D 156
37 4 4 A 156
38 10 5 B 156
39 6 1 C 156
40 6 1 D 156
41 5 0 A 156
42 6 0 B 156
43 3 0 C 156
44 6 0 D 156
45 7 2 A 156
46 6 0 B 156
47 7 1 C 156
48 8 2 D 156
49 7 3 A 156
50 6 0 B 156
51 10 1 C 156
52 7 0 D 156
53 3 1 A 156
54 6 1 B 156
55 5 0 C 156
56 10 0 D 156
57 5 0 A 156
58 5 3 B 156
59 6 1 C 156
60 8 0 D 156
61 6 6 A 156
62 7 2 B 156
63 4 0 C 156
64 5 0 D 156
65 4 2 A 156
66 5 0 B 156
67 4 2 C 156
68 6 0 D 156
69 7 7 A 156
70 3 3 B 156
71 4 0 C 156
72 5 0 D 156
73 4 3 A 156
74 5 2 B 156
75 8 1 C 156
76 7 1 D 156
77 5 5 A 156
78 6 6 B 156
79 8 2 C 156
80 9 1 D 156
81 6 1 A 156
82 6 3 B 156
83 5 1 C 156
84 4 1 D 156
85 5 5 A 156
86 3 2 B 156
87 10 0 C 156
88 5 2 D 156
89 10 2 A 156
90 4 2 B 156
91 9 0 C 156
92 5 0 D 156
93 2 2 A 156
94 10 4 B 156
95 3 0 C 156
96 6 0 D 156
97 6 6 A 156
98 7 0 B 156
99 10 1 C 156
100 2 0 D 156
1 3 0 A 157
2 6 0 B 157
3 3 1 C 157
4 8 0 D 157
5 7 0 A 157
6 5 1 B 157
7 10 2 C 157
8 3 0 D 157
9 4 4 A 157
10 4 0 B 157
11 9 0 C 157
12 5 2 D 157
13 10 6 A 157
14 3 3 B 157
15 8 3 C 157
16 7 0 D 157
17 9 1 A 157
18 10 4 B 157
19 3 0 C 157
20 5 0 D 157
21 2 2 A 157
22 5 2 B 157
23 7 0 C 157
24 7 0 D 157
25 9 9 A 157
26 5 1 B 157
27 7 0 C 157
28 4 0 D 157
29 4 0 A 157
30 10 5 B 157
31 6 2 C 157
32 9 0 D 157
33 9 9 A 157
34 6 1 B 157
35 4 2 C 157
36 8 1 D 157
37 6 2 A 157
38 7 1 B 157
39 5 0 C 157
40 5 0 D 157
41 7 5 A 157
42 5 2 B 157
43 4 0 C 157
44 6 0 D 157
45 6 4 A 157
46 6 5 B 157
47 7 3 C 157
48 4 0 D 157
49 7 1 A 157
50 5 0 B 157
51 7 2 C 157
52 10 1 D 157
53 3 1 A 157
54 9 2 B 157
55 7 0 C 157
56 4 0 D 157
57 6 1 A 157
58 4 2 B 157
59 5 1 C 157
60 5 0 D 157
61 4 4 A 157
62 7 0 B 157
63 6 0 C 157
64 5 0 D 157
65 4 1 A 157
66 4 2 B 157
67 9 0 C 157
68 5 2 D 157
69 6 6 A 157
70 4 1 B 157
71 3 0 C 157
72 4 0 D 157
73 6 3 A 157
74 3 1 B 157
75 6 4 C 157
76 6 1 D 157
77 3 2 A 157
78 7 1 B 157
79 5 1 C 157
80 9 0 D 157
81 7 6 A 157
82 4 1 B 157
83 9 2 C 157
84 5 1 D 157
85 7 1 A 157
86 2 1 B 157
87 7 2 C 157
88 6 0 D 157
89 3 2 A 157
90 7 5 B 157
91 10 2 C 157
92 5 0 D 157
93 5 0 A 157
94 3 0 B 157
95 5 2 C 157
96 5 0 D 157
97 5 5 A 157
98 4 1 B 157
99 8 4 C 157
100 6 0 D 157
1 2 0 A 158
2 5 2 B 158
3 7 0 C 158
4 6 0 D 158
5 7 2 A 158
6 7 0 B 158
7 3 1 C 158
8 4 0 D 158
9 5 3 A 158
10 8 0 B 158
11 7 0 C 158
12 10 2 D 158
13 1 1 A 158
14 7 0 B 158
15 5 3 C 158
16 2 1 D 158
17 4 4 A 158
18 5 0 B 158
19 7 3 C 158
20 5 0 D 158
21 7 3 A 158
22 8 2 B 158
23 8 5 C 158
24 7 0 D 158
25 6 0 A 158
26 3 2 B 158
27 4 2 C 158
28 6 0 D 158
29 8 1 A 158
30 6 1 B 158
31 5 4 C 158
32 2 0 D 158
33 5 5 A 158
34 9 0 B 158
35 5 0 C 158
36 7 0 D 158
37 6 6 A 158
38 9 0 B 158
39 3 0 C 158
40 4 0 D 158
41 4 4 A 158
42 4 0 B 158
43 4 0 C 158
44 4 0 D 158
45 10 2 A 158
46 8 2 B 158
47 8 3 C 158
48 2 0 D 158
49 7 1 A 158
50 2 1 B 158
51 4 3 C 158
52 8 0 D 158
53 7 0 A 158
54 10 5 B 158
55 10 0 C 158
56 5 0 D 158
57 5 5 A 158
58 3 1 B 158
59 5 1 C 158
60 5 0 D 158
61 8 5 A 158
62 4 0 B 158
63 5 0 C 158
64 8 0 D 158
65 3 3 A 158
66 5 1 B 158
67 10 4 C 158
68 5 0 D 158
69 4 4 A 158
70 5 1 B 158
71 5 0 C 158
72 2 0 D 158
73 10 10 A 158
74 3 0 B 158
75 7 1 C 158
76 4 0 D 158
77 7 7 A 158
78 9 0 B 158
79 7 0 C 158
80 8 1 D 158
81 3 0 A 158
82 4 2 B 158
83 5 0 C 158
84 6 0 D 158
85 2 2 A 158
86 5 3 B 158
87 9 1 C 158
88 10 1 D 158
89 4 2 A 158
90 7 0 B 158
91 5 0 C 158
92 3 0 D 158
93 4 4 A 158
94 4 1 B 158
95 7 0 C 158
96 5 0 D 158
97 7 0 A 158
98 7 1 B 158
99 6 0 C 158
100 7 2 D 158
1 5 0 A 159
2 4 1 B 159
3 6 0 C 159
4 2 0 D 159
5 7 1 A 159
6 6 1 B 159
7 9 2 C 159
8 9 0 D 159
9 5 2 A 159
10 6 4 B 159
11 5 2 C 159
12 9 3 D 159
13 5 1 A 159
14 5 0 B 159
15 8 0 C 159
16 2 0 D 159
17 8 2 A 159
18 10 5 B 159
19 9 0 C 159
20 6 0 D 159
21 2 2 A 159
22 6 1 B 159
23 10 3 C 159
24 4 0 D 159
25 8 3 A 159
26 8 0 B 159
27 6 1 C 159
28 4 0 D 159
29 9 1 A 159
30 4 0 B 159
31 3 0 C 159
32 9 0 D 159
33 4 4 A 159
34 6 0 B 159
35 4 2 C 159
36 6 0 D 159
37 6 0 A 159
38 3 0 B 159
39 2 1 C 159
40 3 0 D 159
41 4 1 A 159
42 7 4 B 159
43 6 2 C 159
44 4 0 D 159
45 4 0 A 159
46 8 2 B 159
47 7 5 C 159
48 2 0 D 159
49 5 2 A 159
50 9 1 B 159
51 6 0 C 159
52 5 0 D 159
53 6 5 A 159
54 9 3 B 159
55 8 0 C 159
56 3 0 D 159
57 10 10 A 159
58 6 1 B 159
59 8 0 C 159
60 6 0 D 159
61 6 1 A 159
62 7 3 B 159
63 6 0 C 159
64 9 1 D 159
65 4 4 A 159
66 6 4 B 159
67 4 0 C 159
68 6 1 D 159
69 4 1 A 159
70 6 1 B 159
71 3 0 C 159
72 4 0 D 159
73 6 6 A 159
74 5 0 B 159
75 7 0 C 159
76 6 0 D 159
77 10 3 A 159
78 6 4 B 159
79 6 4 C 159
80 10 0 D 159
81 2 0 A 159
82 6 5 B 159
83 3 0 C 159
84 3 0 D 159
85 6 3 A 159
86 10 3 B 159
87 6 1 C 159
88 4 0 D 159
89 6 2 A 159
90 6 0 B 159
91 2 0 C 159
92 6 0 D 159
93 8 2 A 159
94 8 3 B 159
95 7 3 C 159
96 8 0 D 159
97 7 7 A 159
98 7 4 B 159
99 9 1 C 159
100 3 1 D 159
1 2 0 A 160
2 4 4 B 160
3 6 0 C 160
4 2 0 D 160
5 8 5 A 160
6 10 0 B 160
7 10 3 C 160
8 3 0 D 160
9 4 1 A 160
10 5 0 B 160
11 6 0 C 160
12 5 0 D 160
13 6 6 A 160
14 7 0 B 160
15 5 0 C 160
16 8 0 D 160
17 7 2 A 160
18 3 2 B 160
19 9 2 C 160
20 5 0 D 160
21 6 6 A 160
22 4 3 B 160
23 2 0 C 160
24 2 0 D 160
25 4 0 A 160
26 6 4 B 160
27 6 1 C 160
28 5 0 D 160
29 5 1 A 160
30 6 1 B 160
31 4 1 C 160
32 5 0 D 160
33 7 7 A 160
34 5 0 B 160
35 7 1 C 160
36 7 0 D 160
37 7 7 A 160
38 4 0 B 160
39 3 0 C 160
40 5 0 D 160
41 8 8 A 160
42 5 2 B 160
43 2 0 C 160
44 7 0 D 160
45 7 2 A 160
46 5 0 B 160
47 6 3 C 160
48 7 0 D 160
49 8 1 A 160
50 7 1 B 160
51 5 2 C 160
52 4 0 D 160
53 5 2 A 160
54 10 2 B 160
55 8 1 C 160
56 10 0 D 160
57 3 0 A 160
58 6 5 B 160
59 5 1 C 160
60 7 0 D 160
61 5 3 A 160
62 5 1 B 160
63 4 4 C 160
64 6 0 D 160
65 4 4 A 160
66 3 1 B 160
67 9 3 C 160
68 3 1 D 160
69 3 0 A 160
70 7 5 B 160
71 4 0 C 160
72 8 0 D 160
73 5 5 A 160
74 4 0 B 160
75 4 0 C 160
76 7 0 D 160
77 6 2 A 160
78 10 2 B 160
79 5 0 C 160
80 5 1 D 160
81 6 1 A 160
82 5 0 B 160
83 8 6 C 160
84 7 0 D 160
85 4 2 A 160
86 7 0 B 160
87 10 0 C 160
88 6 2 D 160
89 4 0 A 160
90 5 0 B 160
91 6 0 C 160
92 8 1 D 160
93 3 3 A 160
94 4 0 B 160
95 2 0 C 160
96 2 0 D 160
97 9 1 A 160
98 7 0 B 160
99 4 0 C 160
100 7 1 D 160
1 4 2 A 161
2 8 5 B 161
3 6 1 C 161
4 10 0 D 161
5 4 4 A 161
6 6 2 B 161
7 8 1 C 161
8 4 0 D 161
9 4 4 A 161
10 5 4 B 161
11 5 2 C 161
12 9 1 D 161
13 10 1 A 161
14 7 4 B 161
15 3 0 C 161
16 6 1 D 161
17 5 1 A 161
18 10 1 B 161
19 7 4 C 161
20 6 0 D 161
21 4 3 A 161
22 7 3 B 161
23 4 2 C 161
24 4 1 D 161
25 4 0 A 161
26 7 5 B 161
27 3 1 C 161
28 7 1 D 161
29 8 0 A 161
30 7 4 B 161
31 3 0 C 161
32 3 1 D 161
33 6 6 A 161
34 10 6 B 161
35 4 3 C 161
36 8 1 D 161
37 8 3 A 161
38 4 4 B 161
39 8 1 C 161
40 4 0 D 161
41 8 1 A 161
42 10 5 B 161
43 6 0 C 161
44 3 0 D 161
45 4 0 A 161
46 7 0 B 161
47 7 0 C 161
48 8 0 D 161
49 9 9 A 161
50 6 3 B 161
51 2 0 C 161
52 6 1 D 161
53 2 0 A 161
54 5 1 B 161
55 6 2 C 161
56 6 0 D 161
57 7 0 A 161
58 5 3 B 161
59 7 1 C 161
60 6 0 D 161
61 6 1 A 161
62 9 4 B 161
63 7 0 C 161
64 5 1 D 161
65 4 4 A 161
66 7 0 B 161
67 6 1 C 161
68 4 0 D 161
69 3 3 A 161
70 6 3 B 161
71 4 0 C 161
72 7 0 D 161
73 7 7 A 161
74 7 5 B 161
75 9 6 C 161
76 7 2 D 161
77 6 1 A 161
78 2 1 B 161
79 5 0 C 161
80 8 1 D 161
81 4 1 A 161
82 6 0 B 161
83 10 7 C 161
84 4 0 D 161
85 7 0 A 161
86 5 1 B 161
87 4 1 C 161
88 4 0 D 161
89 6 6 A 161
90 3 3 B 161
91 3 0 C 161
92 6 1 D 161
93 3 3 A 161
94 3 1 B 161
95 3 0 C 161
96 4 0 D 161
97 8 0 A 161
98 3 0 B 161
99 7 2 C 161
100 8 1 D 161
1 4 0 A 162
2 7 4 B 162
3 5 0 C 162
4 6 0 D 162
5 5 1 A 162
6 6 0 B 162
7 10 2 C 162
8 5 0 D 162
9 7 7 A 162
10 2 1 B 162
11 5 0 C 162
12 7 0 D 162
13 5 1 A 162
14 6 1 B 162
15 6 1 C 162
16 6 0 D 162
17 4 0 A 162
18 8 0 B 162
19 7 5 C 162
20 7 3 D 162
21 3 2 A 162
22 5 0 B 162
23 6 1 C 162
24 7 0 D 162
25 10 10 A 162
26 10 8 B 162
27 4 0 C 162
28 7 1 D 162
29 3 3 A 162
30 2 0 B 162
31 5 3 C 162
32 4 0 D 162
33 3 3 A 162
34 6 4 B 162
35 5 1 C 162
36 9 0 D 162
37 6 0 A 162
38 4 2 B 162
39 10 4 C 162
